Time (ms) - X (V);Amplitude - X (V);Time (ms) - Y (V);Amplitude - Y (V);Time (ms) - Z (V);Amplitude - Z (V);Time (ms) - LED (V);Amplitude - LED (V);Time (ms) - Camera;Amplitude - Camera;Time (ms) - UV;Amplitude - UV
56;5;56;5;56;0;56;0;56;1;56;0
56;5;56;5;56;0;56;0;56;1;56;0
56;5;56;5;56;0;56;0;56;1;56;0
56;5;56;5;56;0;56;0;56;1;56;0
56;5;56;5;56;0;56;0;56;1;56;0
56;5;56;5;56;0;56;5;56;1;56;0
56;5;56;5;56;0;56;5;56;1;56;0
56;5;56;5;56;0;56;5;56;1;56;0
56;5;56;5;56;0;56;5;56;1;56;0
56;5;56;5;56;0;56;0;56;1;56;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
57;5;57;5;57;0;57;0;57;1;57;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
58;5;58;5;58;0;58;5;58;1;58;0
58;5;58;5;58;0;58;5;58;1;58;0
58;5;58;5;58;0;58;5;58;1;58;0
58;5;58;5;58;0;58;5;58;1;58;0
58;5;58;5;58;0;58;0;58;1;58;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
59;5;59;5;59;0;59;0;59;1;59;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
60;5;60;5;60;0;60;5;60;1;60;0
60;5;60;5;60;0;60;5;60;1;60;0
60;5;60;5;60;0;60;5;60;1;60;0
60;5;60;5;60;0;60;5;60;1;60;0
60;5;60;5;60;0;60;0;60;1;60;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
61;5;61;5;61;0;61;0;61;1;61;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
62;5;62;5;62;0;62;5;62;1;62;0
62;5;62;5;62;0;62;5;62;1;62;0
62;5;62;5;62;0;62;5;62;1;62;0
62;5;62;5;62;0;62;5;62;1;62;0
62;5;62;5;62;0;62;0;62;1;62;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
63;5;63;5;63;0;63;0;63;1;63;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
64;5;64;5;64;0;64;5;64;1;64;0
64;5;64;5;64;0;64;5;64;1;64;0
64;5;64;5;64;0;64;5;64;1;64;0
64;5;64;5;64;0;64;5;64;1;64;0
64;5;64;5;64;0;64;0;64;1;64;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
65;5;65;5;65;0;65;0;65;1;65;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
66;5;66;5;66;0;66;5;66;1;66;0
66;5;66;5;66;0;66;5;66;1;66;0
66;5;66;5;66;0;66;5;66;1;66;0
66;5;66;5;66;0;66;5;66;1;66;0
66;5;66;5;66;0;66;0;66;1;66;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
67;5;67;5;67;0;67;0;67;1;67;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
68;5;68;5;68;0;68;5;68;1;68;0
68;5;68;5;68;0;68;5;68;1;68;0
68;5;68;5;68;0;68;5;68;1;68;0
68;5;68;5;68;0;68;5;68;1;68;0
68;5;68;5;68;0;68;0;68;1;68;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
69;5;69;5;69;0;69;0;69;1;69;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
70;5;70;5;70;0;70;5;70;1;70;0
70;5;70;5;70;0;70;5;70;1;70;0
70;5;70;5;70;0;70;5;70;1;70;0
70;5;70;5;70;0;70;5;70;1;70;0
70;5;70;5;70;0;70;0;70;1;70;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
71;5;71;5;71;0;71;0;71;1;71;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
72;5;72;5;72;0;72;5;72;1;72;0
72;5;72;5;72;0;72;5;72;1;72;0
72;5;72;5;72;0;72;5;72;1;72;0
72;5;72;5;72;0;72;5;72;1;72;0
72;5;72;5;72;0;72;0;72;1;72;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
73;5;73;5;73;0;73;0;73;1;73;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
74;5;74;5;74;0;74;5;74;1;74;0
74;5;74;5;74;0;74;5;74;1;74;0
74;5;74;5;74;0;74;5;74;1;74;0
74;5;74;5;74;0;74;5;74;1;74;0
74;5;74;5;74;0;74;0;74;1;74;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
75;5;75;5;75;0;75;0;75;1;75;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
76;5;76;5;76;0;76;5;76;1;76;0
76;5;76;5;76;0;76;5;76;1;76;0
76;5;76;5;76;0;76;5;76;1;76;0
76;5;76;5;76;0;76;5;76;1;76;0
76;5;76;5;76;0;76;0;76;1;76;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
77;5;77;5;77;0;77;0;77;1;77;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
78;5;78;5;78;0;78;5;78;1;78;0
78;5;78;5;78;0;78;5;78;1;78;0
78;5;78;5;78;0;78;5;78;1;78;0
78;5;78;5;78;0;78;5;78;1;78;0
78;5;78;5;78;0;78;0;78;1;78;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
79;5;79;5;79;0;79;0;79;1;79;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
80;5;80;5;80;0;80;5;80;1;80;0
80;5;80;5;80;0;80;5;80;1;80;0
80;5;80;5;80;0;80;5;80;1;80;0
80;5;80;5;80;0;80;5;80;1;80;0
80;5;80;5;80;0;80;0;80;1;80;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
81;5;81;5;81;0;81;0;81;1;81;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
82;5;82;5;82;0;82;5;82;1;82;0
82;5;82;5;82;0;82;5;82;1;82;0
82;5;82;5;82;0;82;5;82;1;82;0
82;5;82;5;82;0;82;5;82;1;82;0
82;5;82;5;82;0;82;0;82;1;82;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
83;5;83;5;83;0;83;0;83;1;83;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
84;5;84;5;84;0;84;5;84;1;84;0
84;5;84;5;84;0;84;5;84;1;84;0
84;5;84;5;84;0;84;5;84;1;84;0
84;5;84;5;84;0;84;5;84;1;84;0
84;5;84;5;84;0;84;0;84;1;84;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
85;5;85;5;85;0;85;0;85;1;85;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
86;5;86;5;86;0;86;5;86;1;86;0
86;5;86;5;86;0;86;5;86;1;86;0
86;5;86;5;86;0;86;5;86;1;86;0
86;5;86;5;86;0;86;5;86;1;86;0
86;5;86;5;86;0;86;0;86;1;86;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
87;5;87;5;87;0;87;0;87;1;87;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
88;5;88;5;88;0;88;5;88;1;88;0
88;5;88;5;88;0;88;5;88;1;88;0
88;5;88;5;88;0;88;5;88;1;88;0
88;5;88;5;88;0;88;5;88;1;88;0
88;5;88;5;88;0;88;0;88;1;88;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
89;5;89;5;89;0;89;0;89;1;89;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
90;5;90;5;90;0;90;5;90;1;90;0
90;5;90;5;90;0;90;5;90;1;90;0
90;5;90;5;90;0;90;5;90;1;90;0
90;5;90;5;90;0;90;5;90;1;90;0
90;5;90;5;90;0;90;0;90;1;90;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
91;5;91;5;91;0;91;0;91;1;91;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
92;5;92;5;92;0;92;5;92;1;92;0
92;5;92;5;92;0;92;5;92;1;92;0
92;5;92;5;92;0;92;5;92;1;92;0
92;5;92;5;92;0;92;5;92;1;92;0
92;5;92;5;92;0;92;0;92;1;92;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
93;5;93;5;93;0;93;0;93;1;93;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
94;5;94;5;94;0;94;5;94;1;94;0
94;5;94;5;94;0;94;5;94;1;94;0
94;5;94;5;94;0;94;5;94;1;94;0
94;5;94;5;94;0;94;5;94;1;94;0
94;5;94;5;94;0;94;0;94;1;94;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
95;5;95;5;95;0;95;0;95;1;95;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
96;5;96;5;96;0;96;5;96;1;96;0
96;5;96;5;96;0;96;5;96;1;96;0
96;5;96;5;96;0;96;5;96;1;96;0
96;5;96;5;96;0;96;5;96;1;96;0
96;5;96;5;96;0;96;0;96;1;96;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
97;5;97;5;97;0;97;0;97;1;97;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
98;5;98;5;98;0;98;5;98;1;98;0
98;5;98;5;98;0;98;5;98;1;98;0
98;5;98;5;98;0;98;5;98;1;98;0
98;5;98;5;98;0;98;5;98;1;98;0
98;5;98;5;98;0;98;0;98;1;98;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
99;5;99;5;99;0;99;0;99;1;99;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
100;5;100;5;100;0;100;5;100;1;100;0
100;5;100;5;100;0;100;5;100;1;100;0
100;5;100;5;100;0;100;5;100;1;100;0
100;5;100;5;100;0;100;5;100;1;100;0
100;5;100;5;100;0;100;0;100;1;100;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
101;5;101;5;101;0;101;0;101;1;101;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
102;5;102;5;102;0;102;5;102;1;102;0
102;5;102;5;102;0;102;5;102;1;102;0
102;5;102;5;102;0;102;5;102;1;102;0
102;5;102;5;102;0;102;5;102;1;102;0
102;5;102;5;102;0;102;0;102;1;102;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
103;5;103;5;103;0;103;0;103;1;103;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
104;5;104;5;104;0;104;5;104;1;104;0
104;5;104;5;104;0;104;5;104;1;104;0
104;5;104;5;104;0;104;5;104;1;104;0
104;5;104;5;104;0;104;5;104;1;104;0
104;5;104;5;104;0;104;0;104;1;104;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
105;5;105;5;105;0;105;0;105;1;105;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
106;5;106;5;106;0;106;5;106;1;106;0
106;5;106;5;106;0;106;5;106;1;106;0
106;5;106;5;106;0;106;5;106;1;106;0
106;5;106;5;106;0;106;5;106;1;106;0
106;5;106;5;106;0;106;0;106;1;106;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
107;5;107;5;107;0;107;0;107;1;107;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
108;5;108;5;108;0;108;5;108;1;108;0
108;5;108;5;108;0;108;5;108;1;108;0
108;5;108;5;108;0;108;5;108;1;108;0
108;5;108;5;108;0;108;5;108;1;108;0
108;5;108;5;108;0;108;0;108;1;108;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
109;5;109;5;109;0;109;0;109;1;109;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;1;110;0
110;5;110;5;110;0;110;0;110;0;110;0
110;5;110;5;110;0;110;0;110;0;110;0
110;5;110;5;110;0;110;0;110;0;110;0
110;5;110;5;110;0;110;0;110;0;110;0
110;5;110;5;110;0;110;0;110;0;110;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
111;5;111;5;111;0;111;0;111;0;111;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
112;5;112;5;112;0;112;0;112;0;112;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
