Time (ms) - X (V);Amplitude - X (V);Time (ms) - Y (V);Amplitude - Y (V);Time (ms) - Z (V);Amplitude - Z (V);Time (ms) - LED (V);Amplitude - LED (V);Time (ms) - Camera;Amplitude - Camera;Time (ms) - UV;Amplitude - UV
113;5;113;5;113;0;113;0;113;0;113;0
113;5;113;5;113;0;113;0;113;0;113;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
114;5;114;5;114;0;114;0;114;0;114;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
115;5;115;5;115;0;115;0;115;0;115;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
116;5;116;5;116;0;116;0;116;0;116;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
117;5;117;5;117;0;117;0;117;0;117;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
118;5;118;5;118;0;118;0;118;0;118;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
119;5;119;5;119;0;119;0;119;0;119;0
120;5;120;5;120;0;120;0;120;0;120;0
120;5;120;5;120;0;120;0;120;0;120;0
120;5;120;5;120;0;120;0;120;0;120;0
120;5;120;5;120;0;120;0;120;0;120;0
120;5;120;5;120;0;120;0;120;0;120;0
120;5;120;5;120;0;120;0;120;0;120;0
120;4.99666;120;4.99875;120;0;120;0;120;0;120;0
120;4.98887;120;4.99597;120;0;120;0;120;0;120;0
120;4.97813;120;4.99216;120;0;120;0;120;0;120;0
120;4.96449;120;4.98732;120;0;120;0;120;0;120;0
120;4.94803;120;4.98148;120;0;120;0;120;0;120;0
121;4.92881;121;4.97466;121;0;121;0;121;0;121;0
121;4.90688;121;4.96688;121;0;121;0;121;0;121;0
121;4.88232;121;4.95817;121;0;121;0;121;0;121;0
121;4.85519;121;4.94854;121;0;121;0;121;0;121;0
121;4.82554;121;4.93801;121;0;121;0;121;0;121;0
121;4.79345;121;4.92661;121;0;121;0;121;0;121;0
121;4.75897;121;4.91435;121;0;121;0;121;0;121;0
121;4.72217;121;4.90125;121;0;121;0;121;0;121;0
121;4.68311;121;4.88735;121;0;121;0;121;0;121;0
122;4.64186;122;4.87265;122;0;122;0;122;0;122;0
122;4.59847;122;4.85717;122;0;122;0;122;0;122;0
122;4.55302;122;4.84095;122;0;122;0;122;0;122;0
122;4.50556;122;4.824;122;0;122;0;122;0;122;0
122;4.45616;122;4.80633;122;0;122;0;122;0;122;0
122;4.40488;122;4.78797;122;0;122;0;122;0;122;0
122;4.35178;122;4.76895;122;0;122;0;122;0;122;0
122;4.29693;122;4.74928;122;0;122;0;122;0;122;0
122;4.24039;122;4.72898;122;0;122;0;122;0;122;0
122;4.18222;122;4.70807;122;0;122;0;122;0;122;0
122;4.12248;122;4.68658;122;0;122;0;122;0;122;0
123;4.06125;123;4.66452;123;0;123;0;123;0;123;0
123;3.99858;123;4.64191;123;0;123;0;123;0;123;0
123;3.93453;123;4.61879;123;0;123;0;123;0;123;0
123;3.86918;123;4.59515;123;0;123;0;123;0;123;0
123;3.80257;123;4.57104;123;0;123;0;123;0;123;0
123;3.73478;123;4.54646;123;0;123;0;123;0;123;0
123;3.66587;123;4.52144;123;0;123;0;123;0;123;0
123;3.5959;123;4.496;123;0;123;0;123;0;123;0
123;3.52493;123;4.47016;123;0;123;0;123;0;123;0
124;3.45303;124;4.44394;124;0;124;0;124;0;124;0
124;3.38026;124;4.41737;124;0;124;0;124;0;124;0
124;3.30668;124;4.39045;124;0;124;0;124;0;124;0
124;3.23237;124;4.36322;124;0;124;0;124;0;124;0
124;3.15737;124;4.33569;124;0;124;0;124;0;124;0
124;3.08175;124;4.30788;124;0;124;0;124;0;124;0
124;3.00558;124;4.27982;124;0;124;0;124;0;124;0
124;2.92892;124;4.25152;124;0;124;0;124;0;124;0
124;2.85183;124;4.22301;124;0;124;0;124;0;124;0
124;2.77438;124;4.19431;124;0;124;0;124;0;124;0
124;2.69662;124;4.16543;124;0;124;0;124;0;124;0
125;2.61863;125;4.1364;125;0;125;0;125;0;125;0
125;2.54046;125;4.10724;125;0;125;0;125;0;125;0
125;2.46218;125;4.07797;125;0;125;0;125;0;125;0
125;2.38385;125;4.04861;125;0;125;0;125;0;125;0
125;2.30554;125;4.01918;125;0;125;0;125;0;125;0
125;2.2273;125;3.9897;125;0;125;0;125;0;125;0
125;2.14921;125;3.96019;125;0;125;0;125;0;125;0
125;2.07131;125;3.93068;125;0;125;0;125;0;125;0
125;1.99369;125;3.90117;125;0;125;0;125;0;125;0
126;1.91639;126;3.87171;126;0;126;0;126;0;126;0
126;1.83949;126;3.84229;126;0;126;0;126;0;126;0
126;1.76304;126;3.81296;126;0;126;0;126;0;126;0
126;1.68711;126;3.78372;126;0;126;0;126;0;126;0
126;1.61176;126;3.75459;126;0;126;0;126;0;126;0
126;1.53706;126;3.72561;126;0;126;0;126;0;126;0
126;1.46307;126;3.69678;126;0;126;0;126;0;126;0
126;1.38985;126;3.66813;126;0;126;0;126;0;126;0
126;1.31747;126;3.63968;126;0;126;0;126;0;126;0
126;1.24598;126;3.61145;126;0;126;0;126;0;126;0
126;1.17545;126;3.58346;126;0;126;0;126;0;126;0
127;1.10595;127;3.55573;127;0;127;0;127;0;127;0
127;1.03754;127;3.52829;127;0;127;0;127;0;127;0
127;0.970272;127;3.50114;127;0;127;0;127;0;127;0
127;0.904222;127;3.47432;127;0;127;0;127;0;127;0
127;0.839448;127;3.44785;127;0;127;0;127;0;127;0
127;0.776014;127;3.42174;127;0;127;0;127;0;127;0
127;0.713983;127;3.39601;127;0;127;0;127;0;127;0
127;0.653419;127;3.3707;127;0;127;0;127;0;127;0
127;0.594383;127;3.34581;127;0;127;0;127;0;127;0
128;0.53694;128;3.32136;128;0;128;0;128;0;128;0
128;0.481152;128;3.29739;128;0;128;0;128;0;128;0
128;0.427083;128;3.2739;128;0;128;0;128;0;128;0
128;0.374796;128;3.25092;128;0;128;0;128;0;128;0
128;0.324353;128;3.22848;128;0;128;0;128;0;128;0
128;0.275819;128;3.20658;128;0;128;0;128;0;128;0
128;0.229256;128;3.18526;128;0;128;0;128;0;128;0
128;0.184726;128;3.16453;128;0;128;0;128;0;128;0
128;0.142295;128;3.14441;128;0;128;0;128;0;128;0
128;0.102023;128;3.12492;128;0;128;0;128;0;128;0
128;0.0639757;128;3.10609;128;0;128;0;128;0;128;0
129;0.0282148;129;3.08794;129;0;129;0;129;0;129;0
129;-0.00519625;129;3.07048;129;0;129;0;129;0;129;0
129;-0.0361943;129;3.05374;129;0;129;0;129;0;129;0
129;-0.0647163;129;3.03773;129;0;129;0;129;0;129;0
129;-0.0906989;129;3.02248;129;0;129;0;129;0;129;0
129;-0.114079;129;3.00801;129;0;129;0;129;0;129;0
129;-0.134794;129;2.99434;129;0;129;0;129;0;129;0
129;-0.15278;129;2.98149;129;0;129;0;129;0;129;0
129;-0.167975;129;2.96948;129;0;129;0;129;0;129;0
130;-0.180314;130;2.95834;130;0;130;0;130;0;130;0
130;-0.189736;130;2.94807;130;0;130;0;130;0;130;0
130;-0.196177;130;2.9387;130;0;130;0;130;0;130;0
130;-0.199573;130;2.93026;130;0;130;0;130;0;130;0
130;-0.199862;130;2.92277;130;0;130;0;130;0;130;0
130;-0.19698;130;2.91623;130;0;130;0;130;0;130;0
130;-0.2;130;2.9;130;0;130;0;130;1;130;0
130;-0.176985;130;2.91428;130;0;130;0;130;1;130;0
130;-0.159959;130;2.91025;130;0;130;0;130;1;130;0
130;-0.148226;130;2.90199;130;0;130;0;130;1;130;0
130;-0.141143;130;2.89185;130;0;130;0;130;1;130;0
131;-0.138113;131;2.88098;131;0;131;0;131;1;131;0
131;-0.138586;131;2.87012;131;0;131;0;131;1;131;0
131;-0.142055;131;2.85972;131;0;131;0;131;1;131;0
131;-0.148055;131;2.85011;131;0;131;0;131;1;131;0
131;-0.156158;131;2.84152;131;0;131;0;131;1;131;0
131;-0.165973;131;2.83409;131;0;131;0;131;1;131;0
131;-0.177143;131;2.82791;131;0;131;0;131;1;131;0
131;-0.189344;131;2.82303;131;0;131;0;131;1;131;0
131;-0.20228;131;2.81948;131;0;131;0;131;1;131;0
132;-0.215687;132;2.81725;132;0;132;0;132;1;132;0
132;-0.229325;132;2.8163;132;0;132;0;132;1;132;0
132;-0.24298;132;2.81661;132;0;132;0;132;1;132;0
132;-0.256461;132;2.8181;132;0;132;0;132;1;132;0
132;-0.2696;132;2.82073;132;0;132;0;132;1;132;0
132;-0.282248;132;2.82441;132;0;132;0;132;1;132;0
132;-0.294276;132;2.82908;132;0;132;0;132;1;132;0
132;-0.305573;132;2.83464;132;0;132;0;132;1;132;0
132;-0.316044;132;2.84102;132;0;132;0;132;1;132;0
132;-0.325609;132;2.84813;132;0;132;0;132;1;132;0
132;-0.334203;132;2.85589;132;0;132;0;132;1;132;0
133;-0.341774;133;2.86421;133;0;133;0;133;1;133;0
133;-0.348282;133;2.873;133;0;133;0;133;1;133;0
133;-0.353699;133;2.88218;133;0;133;0;133;1;133;0
133;-0.358004;133;2.89168;133;0;133;0;133;1;133;0
133;-0.361191;133;2.90142;133;0;133;0;133;1;133;0
133;-0.363257;133;2.91131;133;0;133;0;133;1;133;0
133;-0.36421;133;2.92129;133;0;133;0;133;1;133;0
133;-0.364065;133;2.93129;133;0;133;0;133;1;133;0
133;-0.362841;133;2.94125;133;0;133;0;133;1;133;0
134;-0.360566;134;2.95109;134;0;134;0;134;1;134;0
134;-0.357271;134;2.96077;134;0;134;0;134;1;134;0
134;-0.352992;134;2.97023;134;0;134;0;134;1;134;0
134;-0.347769;134;2.97941;134;0;134;0;134;1;134;0
134;-0.341645;134;2.98828;134;0;134;0;134;1;134;0
134;-0.334668;134;2.99678;134;0;134;0;134;1;134;0
134;-0.326886;134;3.00488;134;0;134;0;134;1;134;0
134;-0.31835;134;3.01254;134;0;134;0;134;1;134;0
134;-0.309113;134;3.01972;134;0;134;0;134;1;134;0
134;-0.29923;134;3.02641;134;0;134;0;134;1;134;0
134;-0.288756;134;3.03258;134;0;134;0;134;1;134;0
135;-0.277747;135;3.03819;135;0;135;0;135;1;135;0
135;-0.26626;135;3.04324;135;0;135;0;135;1;135;0
135;-0.254351;135;3.04771;135;0;135;0;135;1;135;0
135;-0.242077;135;3.05158;135;0;135;0;135;1;135;0
135;-0.229494;135;3.05485;135;0;135;0;135;1;135;0
135;-0.216658;135;3.0575;135;0;135;0;135;1;135;0
135;-0.203624;135;3.05955;135;0;135;0;135;1;135;0
135;-0.190445;135;3.06097;135;0;135;0;135;1;135;0
135;-0.177175;135;3.06178;135;0;135;0;135;1;135;0
136;-0.163865;136;3.06197;136;0;136;0;136;1;136;0
136;-0.150566;136;3.06156;136;0;136;0;136;1;136;0
136;-0.137327;136;3.06054;136;0;136;0;136;1;136;0
136;-0.124195;136;3.05894;136;0;136;0;136;1;136;0
136;-0.111215;136;3.05676;136;0;136;0;136;1;136;0
136;-0.0984313;136;3.054;136;0;136;0;136;1;136;0
136;-0.0858862;136;3.0507;136;0;136;0;136;1;136;0
136;-0.0736196;136;3.04686;136;0;136;0;136;1;136;0
136;-0.0616697;136;3.0425;136;0;136;0;136;1;136;0
136;-0.0500726;136;3.03764;136;0;136;0;136;1;136;0
136;-0.0388626;136;3.0323;136;0;136;0;136;1;136;0
137;-0.0280717;137;3.0265;137;0;137;0;137;1;137;0
137;-0.01773;137;3.02026;137;0;137;0;137;1;137;0
137;-0.00786556;137;3.01361;137;0;137;0;137;1;137;0
137;0.00149575;137;3.00656;137;0;137;0;137;1;137;0
137;0.0103301;137;2.99915;137;0;137;0;137;1;137;0
137;0.0186156;137;2.99139;137;0;137;0;137;1;137;0
137;0.0263326;137;2.98331;137;0;137;0;137;1;137;0
137;0.0334634;137;2.97493;137;0;137;0;137;1;137;0
137;0.0399922;137;2.96629;137;0;137;0;137;1;137;0
138;0.0459054;138;2.9574;138;0;138;0;138;1;138;0
138;0.0511911;138;2.9483;138;0;138;0;138;1;138;0
138;0.0558395;138;2.939;138;0;138;0;138;1;138;0
138;0.0598427;138;2.92954;138;0;138;0;138;1;138;0
138;0.0631944;138;2.91994;138;0;138;0;138;1;138;0
138;0.0658902;138;2.91023;138;0;138;0;138;1;138;0
138;0.0679276;138;2.90042;138;0;138;0;138;1;138;0
138;0.0693055;138;2.89055;138;0;138;0;138;1;138;0
138;0.0700248;138;2.88064;138;0;138;0;138;1;138;0
138;0.0700876;138;2.87072;138;0;138;0;138;1;138;0
138;0.0694979;138;2.86081;138;0;138;0;138;1;138;0
139;0.0682608;139;2.85093;139;0;139;0;139;1;139;0
139;0.0663832;139;2.8411;139;0;139;0;139;1;139;0
139;0.0638731;139;2.83136;139;0;139;0;139;1;139;0
139;0.06074;139;2.82171;139;0;139;0;139;1;139;0
139;0.0569944;139;2.81219;139;0;139;0;139;1;139;0
139;0.0526482;139;2.80281;139;0;139;0;139;1;139;0
139;0.0477144;139;2.79359;139;0;139;0;139;1;139;0
139;0.042207;139;2.78455;139;0;139;0;139;1;139;0
139;0.036141;139;2.77572;139;0;139;0;139;1;139;0
140;0.0295326;140;2.7671;140;0;140;0;140;1;140;0
140;0.0223984;140;2.75872;140;0;140;0;140;1;140;0
140;0.0147564;140;2.75059;140;0;140;0;140;1;140;0
140;0.00662496;140;2.74273;140;0;140;0;140;1;140;0
140;-0.00197667;140;2.73515;140;0;140;0;140;1;140;0
140;-0.0110286;140;2.72787;140;0;140;0;140;1;140;0
140;-0.0205103;140;2.7209;140;0;140;0;140;1;140;0
140;-0.0304008;140;2.71425;140;0;140;0;140;1;140;0
140;-0.0406786;140;2.70794;140;0;140;0;140;1;140;0
140;-0.0513215;140;2.70197;140;0;140;0;140;1;140;0
140;-0.0623074;140;2.69636;140;0;140;0;140;1;140;0
141;-0.0736134;141;2.69111;141;0;141;0;141;1;141;0
141;-0.0852166;141;2.68623;141;0;141;0;141;1;141;0
141;-0.0970938;141;2.68173;141;0;141;0;141;1;141;0
141;-0.109222;141;2.67762;141;0;141;0;141;1;141;0
141;-0.121576;141;2.6739;141;0;141;0;141;1;141;0
141;-0.134134;141;2.67058;141;0;141;0;141;1;141;0
141;-0.146872;141;2.66766;141;0;141;0;141;1;141;0
141;-0.159766;141;2.66515;141;0;141;0;141;1;141;0
141;-0.172791;141;2.66305;141;0;141;0;141;1;141;0
142;-0.185926;142;2.66135;142;0;142;0;142;1;142;0
142;-0.199145;142;2.66007;142;0;142;0;142;1;142;0
142;-0.212427;142;2.6592;142;0;142;0;142;1;142;0
142;-0.225747;142;2.65874;142;0;142;0;142;1;142;0
142;-0.239082;142;2.65869;142;0;142;0;142;1;142;0
142;-0.252411;142;2.65906;142;0;142;0;142;1;142;0
142;-0.265711;142;2.65983;142;0;142;0;142;1;142;0
142;-0.278959;142;2.661;142;0;142;0;142;1;142;0
142;-0.292133;142;2.66258;142;0;142;0;142;1;142;0
142;-0.305214;142;2.66455;142;0;142;0;142;1;142;0
142;-0.318179;142;2.66692;142;0;142;0;142;1;142;0
143;-0.331008;143;2.66967;143;0;143;0;143;1;143;0
143;-0.343681;143;2.6728;143;0;143;0;143;1;143;0
143;-0.356178;143;2.67631;143;0;143;0;143;1;143;0
143;-0.368481;143;2.68019;143;0;143;0;143;1;143;0
143;-0.38057;143;2.68443;143;0;143;0;143;1;143;0
143;-0.392429;143;2.68902;143;0;143;0;143;1;143;0
143;-0.404038;143;2.69395;143;0;143;0;143;1;143;0
143;-0.415382;143;2.69922;143;0;143;0;143;1;143;0
143;-0.426444;143;2.70482;143;0;143;0;143;1;143;0
144;-0.437208;144;2.71073;144;0;144;0;144;1;144;0
144;-0.44766;144;2.71696;144;0;144;0;144;1;144;0
144;-0.457784;144;2.72347;144;0;144;0;144;1;144;0
144;-0.467567;144;2.73028;144;0;144;0;144;1;144;0
144;-0.476995;144;2.73736;144;0;144;0;144;1;144;0
144;-0.486057;144;2.74471;144;0;144;0;144;1;144;0
144;-0.494739;144;2.7523;144;0;144;0;144;1;144;0
144;-0.503031;144;2.76014;144;0;144;0;144;1;144;0
144;-0.510923;144;2.76821;144;0;144;0;144;1;144;0
144;-0.518404;144;2.7765;144;0;144;0;144;1;144;0
144;-0.525464;144;2.78499;144;0;144;0;144;1;144;0
145;-0.532097;145;2.79367;145;0;145;0;145;1;145;0
145;-0.538292;145;2.80253;145;0;145;0;145;1;145;0
145;-0.544044;145;2.81156;145;0;145;0;145;1;145;0
145;-0.549346;145;2.82075;145;0;145;0;145;1;145;0
145;-0.554191;145;2.83008;145;0;145;0;145;1;145;0
145;-0.558575;145;2.83953;145;0;145;0;145;1;145;0
145;-0.562492;145;2.8491;145;0;145;0;145;1;145;0
145;-0.56594;145;2.85877;145;0;145;0;145;1;145;0
145;-0.568914;145;2.86853;145;0;145;0;145;1;145;0
146;-0.571413;146;2.87837;146;0;146;0;146;1;146;0
146;-0.573434;146;2.88827;146;0;146;0;146;1;146;0
146;-0.574975;146;2.89822;146;0;146;0;146;1;146;0
146;-0.576037;146;2.90821;146;0;146;0;146;1;146;0
146;-0.576618;146;2.91822;146;0;146;0;146;1;146;0
146;-0.57672;146;2.92824;146;0;146;0;146;1;146;0
146;-0.576344;146;2.93826;146;0;146;0;146;1;146;0
146;-0.575491;146;2.94827;146;0;146;0;146;1;146;0
146;-0.574164;146;2.95825;146;0;146;0;146;1;146;0
146;-0.572365;146;2.96819;146;0;146;0;146;1;146;0
146;-0.570097;146;2.97808;146;0;146;0;146;1;146;0
147;-0.567366;147;2.9879;147;0;147;0;147;1;147;0
147;-0.564175;147;2.99765;147;0;147;0;147;1;147;0
147;-0.560529;147;3.00732;147;0;147;0;147;1;147;0
147;-0.556434;147;3.01688;147;0;147;0;147;1;147;0
147;-0.551895;147;3.02634;147;0;147;0;147;1;147;0
147;-0.54692;147;3.03568;147;0;147;0;147;1;147;0
147;-0.541515;147;3.04488;147;0;147;0;147;1;147;0
147;-0.535687;147;3.05394;147;0;147;0;147;1;147;0
147;-0.529445;147;3.06285;147;0;147;0;147;1;147;0
148;-0.522796;148;3.0716;148;0;148;0;148;1;148;0
148;-0.51575;148;3.08017;148;0;148;0;148;1;148;0
148;-0.508314;148;3.08856;148;0;148;0;148;1;148;0
148;-0.5005;148;3.09677;148;0;148;0;148;1;148;0
148;-0.492316;148;3.10477;148;0;148;0;148;1;148;0
148;-0.483772;148;3.11256;148;0;148;0;148;1;148;0
148;-0.47488;148;3.12014;148;0;148;0;148;1;148;0
148;-0.465649;148;3.12748;148;0;148;0;148;1;148;0
148;-0.456092;148;3.1346;148;0;148;0;148;1;148;0
148;-0.446218;148;3.14148;148;0;148;0;148;1;148;0
148;-0.43604;148;3.14811;148;0;148;0;148;1;148;0
149;-0.42557;149;3.15448;149;0;149;0;149;1;149;0
149;-0.41482;149;3.16059;149;0;149;0;149;1;149;0
149;-0.403802;149;3.16644;149;0;149;0;149;1;149;0
149;-0.392528;149;3.17201;149;0;149;0;149;1;149;0
149;-0.381012;149;3.1773;149;0;149;0;149;1;149;0
149;-0.369266;149;3.18232;149;0;149;0;149;1;149;0
149;-0.357303;149;3.18704;149;0;149;0;149;1;149;0
149;-0.345137;149;3.19147;149;0;149;0;149;1;149;0
149;-0.33278;149;3.1956;149;0;149;0;149;1;149;0
150;-0.320247;150;3.19943;150;0;150;0;150;1;150;0
150;-0.30755;150;3.20295;150;0;150;0;150;1;150;0
150;-0.294703;150;3.20617;150;0;150;0;150;1;150;0
150;-0.281721;150;3.20908;150;0;150;0;150;1;150;0
150;-0.268615;150;3.21168;150;0;150;0;150;1;150;0
150;-0.255402;150;3.21396;150;0;150;0;150;1;150;0
150;-0.242093;150;3.21592;150;0;150;0;150;1;150;0
150;-0.228703;150;3.21756;150;0;150;0;150;1;150;0
150;-0.215246;150;3.21889;150;0;150;0;150;1;150;0
150;-0.201735;150;3.21989;150;0;150;0;150;1;150;0
150;-0.188185;150;3.22058;150;0;150;0;150;1;150;0
151;-0.174608;151;3.22094;151;0;151;0;151;1;151;0
151;-0.161019;151;3.22099;151;0;151;0;151;1;151;0
151;-0.147431;151;3.22071;151;0;151;0;151;1;151;0
151;-0.133857;151;3.22011;151;0;151;0;151;1;151;0
151;-0.120311;151;3.2192;151;0;151;0;151;1;151;0
151;-0.106806;151;3.21797;151;0;151;0;151;1;151;0
151;-0.0933557;151;3.21642;151;0;151;0;151;1;151;0
151;-0.0799724;151;3.21456;151;0;151;0;151;1;151;0
151;-0.0666693;151;3.21239;151;0;151;0;151;1;151;0
152;-0.0534591;152;3.20991;152;0;152;0;152;1;152;0
152;-0.0403544;152;3.20712;152;0;152;0;152;1;152;0
152;-0.0273675;152;3.20404;152;0;152;0;152;1;152;0
152;-0.0145107;152;3.20065;152;0;152;0;152;1;152;0
152;-0.00179595;152;3.19697;152;0;152;0;152;1;152;0
152;0.0107649;152;3.193;152;0;152;0;152;1;152;0
152;0.0231601;152;3.18874;152;0;152;0;152;1;152;0
152;0.0353785;152;3.18419;152;0;152;0;152;1;152;0
152;0.0474087;152;3.17937;152;0;152;0;152;1;152;0
152;0.0592399;152;3.17428;152;0;152;0;152;1;152;0
152;0.0708613;152;3.16892;152;0;152;0;152;1;152;0
153;0.0822626;153;3.16329;153;0;153;0;153;1;153;0
153;0.0934335;153;3.15741;153;0;153;0;153;1;153;0
153;0.104364;153;3.15127;153;0;153;0;153;1;153;0
153;0.115045;153;3.14489;153;0;153;0;153;1;153;0
153;0.125466;153;3.13827;153;0;153;0;153;1;153;0
153;0.135619;153;3.13142;153;0;153;0;153;1;153;0
153;0.145494;153;3.12434;153;0;153;0;153;1;153;0
153;0.155084;153;3.11704;153;0;153;0;153;1;153;0
153;0.16438;153;3.10952;153;0;153;0;153;1;153;0
154;0.173374;154;3.1018;154;0;154;0;154;1;154;0
154;0.182058;154;3.09388;154;0;154;0;154;1;154;0
154;0.190425;154;3.08577;154;0;154;0;154;1;154;0
154;0.198468;154;3.07747;154;0;154;0;154;1;154;0
154;0.206181;154;3.069;154;0;154;0;154;1;154;0
154;0.213557;154;3.06036;154;0;154;0;154;1;154;0
154;0.22059;154;3.05155;154;0;154;0;154;1;154;0
154;0.227274;154;3.04259;154;0;154;0;154;1;154;0
154;0.233604;154;3.03349;154;0;154;0;154;1;154;0
154;0.239575;154;3.02424;154;0;154;0;154;1;154;0
154;0.245182;154;3.01487;154;0;154;0;154;1;154;0
155;0.250421;155;3.00537;155;0;155;0;155;1;155;0
155;0.255287;155;2.99576;155;0;155;0;155;1;155;0
155;0.259777;155;2.98605;155;0;155;0;155;1;155;0
155;0.263887;155;2.97624;155;0;155;0;155;1;155;0
155;0.267615;155;2.96634;155;0;155;0;155;1;155;0
155;0.270957;155;2.95636;155;0;155;0;155;1;155;0
155;0.273912;155;2.94631;155;0;155;0;155;1;155;0
155;0.276477;155;2.93619;155;0;155;0;155;1;155;0
155;0.27865;155;2.92602;155;0;155;0;155;1;155;0
156;0.28043;156;2.91581;156;0;156;0;156;1;156;0
156;0.281815;156;2.90556;156;0;156;0;156;1;156;0
156;0.282806;156;2.89527;156;0;156;0;156;1;156;0
156;0.283401;156;2.88497;156;0;156;0;156;1;156;0
156;0.283601;156;2.87465;156;0;156;0;156;1;156;0
156;0.283406;156;2.86434;156;0;156;0;156;1;156;0
156;0.282816;156;2.85402;156;0;156;0;156;1;156;0
156;0.281831;156;2.84372;156;0;156;0;156;1;156;0
156;0.280454;156;2.83344;156;0;156;0;156;1;156;0
156;0.278686;156;2.82319;156;0;156;0;156;1;156;0
156;0.276528;156;2.81297;156;0;156;0;156;1;156;0
157;0.273982;157;2.80281;157;0;157;0;157;1;157;0
157;0.271051;157;2.79269;157;0;157;0;157;1;157;0
157;0.267738;157;2.78264;157;0;157;0;157;1;157;0
157;0.264045;157;2.77266;157;0;157;0;157;1;157;0
157;0.259975;157;2.76275;157;0;157;0;157;1;157;0
157;0.255533;157;2.75293;157;0;157;0;157;1;157;0
157;0.250721;157;2.74321;157;0;157;0;157;1;157;0
157;0.245544;157;2.73358;157;0;157;0;157;1;157;0
157;0.240007;157;2.72407;157;0;157;0;157;1;157;0
158;0.234113;158;2.71466;158;0;158;0;158;1;158;0
158;0.227868;158;2.70539;158;0;158;0;158;1;158;0
158;0.221277;158;2.69624;158;0;158;0;158;1;158;0
158;0.214344;158;2.68722;158;0;158;0;158;1;158;0
158;0.207077;158;2.67835;158;0;158;0;158;1;158;0
158;0.199479;158;2.66964;158;0;158;0;158;1;158;0
158;0.191558;158;2.66107;158;0;158;0;158;1;158;0
158;0.18332;158;2.65267;158;0;158;0;158;1;158;0
158;0.174771;158;2.64444;158;0;158;0;158;1;158;0
158;0.165918;158;2.63639;158;0;158;0;158;1;158;0
158;0.156768;158;2.62852;158;0;158;0;158;1;158;0
159;0.147327;159;2.62083;159;0;159;0;159;1;159;0
159;0.137604;159;2.61334;159;0;159;0;159;1;159;0
159;0.127605;159;2.60605;159;0;159;0;159;1;159;0
159;0.117339;159;2.59896;159;0;159;0;159;1;159;0
159;0.106812;159;2.59208;159;0;159;0;159;1;159;0
159;0.0960332;159;2.58541;159;0;159;0;159;1;159;0
159;0.0850106;159;2.57897;159;0;159;0;159;1;159;0
159;0.0737524;159;2.57274;159;0;159;0;159;1;159;0
159;0.062267;159;2.56675;159;0;159;0;159;1;159;0
160;0.0505629;160;2.56098;160;0;160;0;160;1;160;0
160;0.0386489;160;2.55546;160;0;160;0;160;1;160;0
160;0.0265338;160;2.55017;160;0;160;0;160;1;160;0
160;0.0142265;160;2.54513;160;0;160;0;160;1;160;0
160;0.00173604;160;2.54033;160;0;160;0;160;1;160;0
